text,label
i have times when i feel insecure,fear
i get one i feel like i need to either even things out by immediately giving one back or make things even less even by using a comeback as if i was just insulted,anger
ive been honestly self indulgent and rather reckless with my consumption of caffeine cigarettes and junk food which combined with the dangerous ingredient of freezing weather has caused me to feel lethargic fat and unfit,sadness
i feel stressed my intention is to remain in control of my feelings,anger
im feeling a bit uncertain about the whole poem i think that will remain,fear
i can feel something inside me something delicate and peaceful unfurling inside my chest,love
i wonder if they feel like reluctant leaders,fear
i see my thin friend struggling to gain weight and eating a lot of rubbish food everyday i see my fat friend being laughed at i see him feeling ashamed of the way he looks,sadness
im feeling stressed or having a bad day i take a walk or run,anger
i let my fingers stroke across his chest to his heart marveling at the feel of him terrified that this is a step too far,fear
i walked around my yard and even got down by the waterside of the lake i live by i couldnt feel my fingers it was so cold,anger
i must have been unable to contain my expression as she immediately offered a string of reasons why she only had words ranging from inadequate computer to no computer to difficulty in using said computer s to feeling inhibited in writing too much on a computer for fear of losing it and so on,sadness
im starting to feel that some of them are so fake,sadness
i bought some three books after feeling disillusioned with the one id brought with me to glasgow,sadness
i feel like this vile thing brooding gnawing deeper in spirit,anger
i feel stressed anxious over worked tired and weak,sadness
i mentioned in that post the colors are very pretty but they feel very uncomfortable on the eyes,fear
im feeling bitchy on saturday,anger
being subject to unfair treatment in a working group,anger
i begin feeling dull throbbing pain in my forefoot and after i am done running i have pain in the lateral area of my foot that was once broken,sadness
i began to feel that it was shaken so badly that it would never be repaired,fear
im sure that each person has their own complex set of reasons for leaving and chalking it up to one reason or feeling like because they all hated academia is probably a little too simple,anger
i can only guess that the boys are feeling shy when i m sick but honestly i could use some help now,fear
i refuse to allow my wonderful feeling to be disturbed by all the crazy,sadness
i feel so neurotic sometimes because usually even if i know we dont have something etc,fear
i know theres a saying tell someone how you feel because things can change in the blink of an eye or something along those lines but although thats sweet and all and while its easy to say things like that its really not easy to say it to that person,love
i guess i feel irritated when great music gets ignored even if it is necessary,anger
i usually feel suspicious and guilty about this considering how little i do during my work day,fear
i feel she s frantic about controlling her message wary of others readings fearful of what meaning they might find and or create in her performance,fear
i read new risen throne once said cold amp desolate soundscapes that will leave you feeling utterly scared amp alone yes it is,fear
i enjoyed today because hes a darling but its a long time since ive backed a horse and i have to admit to feeling a little hesitant as to where to go from here,fear
im feeling pretty rebellious right now because im writing this is my engineering class,anger
i feel so pissed off that i can bite off a fucking tree log,anger
i think she had more fun than she thought she would have granted we do feel like we are suffering a bit with the food and detoxing but at the same time we feel like we are finally making serious changes to be healthy and that alone is a really awesome feeling,sadness
i try to stuff my wildly feeling heart and messy insides safely and politely back where they belong but instead im like the scarecrow from the wizard of oz anxious and undone,sadness
im not down how do you feel about yourself train in vain describe your ex girlfriend boyfriend cool confusion describe your current girlfriend boyfriend whats my name,sadness
i know there was just two of us but i was feeling somewhat sorry for myself and thought that i might drown my sorrows in a little salt and vinegar and a lot of batter and lard,sadness
i was in the throes of being brought to the edge i once again felt that same feeling of submissive ownership emotions building,sadness
i would feel strange describing it but if anyone is interested let me know and i will add it,fear
im particularly feeling pressured to act and behave in ways that are culturally accepted and expected of me,fear
i am feeling pretty shitty about it maybe i should tell him to kiss my ass,sadness
i should feel ashamed,sadness
i am going to add some photos from today and again thank you all for your dear support when i was feeling overwhelmed at different moments,fear
i feel sarcastic poetry coming on,anger
im trying to standby his mother and follow my heart but she makes me feel like its all in vain sometimes,sadness
i feel like i am getting fucked,anger
i feel ashamed because i was doing the very thing that the bible taught against,sadness
i even go further these subjects are not interesting to me in anyway because i m relating to them personally some example will be used with imaginary names to protect friend and family identity s please do not feel offended if u see your name,anger
a teacher was very blunt in his relation to a child so that the child was very upset when arriving at home,anger
i was waiting an hour after strength training and i would feel really listless after a while,sadness
i came to review however im not entirely sure what it is that leaves me feeling somewhat dissatisfied and a bit brassed off that more didnt happen,anger
i know the effects of my day to day happenings on my serenity are so subtle at times that i end up feeling irritable and discontent without knowing why,anger
i are feeling horny and decide to give a double header long wet sloppy blowjob,love
i feel passionate about and that i want to spend my life doing,love
i feel unwelcome in this home of mine,sadness
i feel something like vain because i could raise my score only in years,sadness
i feel so neglectful of lj,sadness
i am feeling more and more dissatisfied and anxious about this self imposed weekly deadline,anger
i should say its giving him that sweet little feeling of being fucked,anger
i just go into these modes where i want to write then feel disgusted and do not what to write at all,anger
i don t feel like i m being pressured to do anything and i don t feel like making love to my husband has any connection to the assaults and rapes,fear
i have to admit i was feeling very skeptical,fear
i pleading to people and feeling distraught that they dont hear,fear
i started pin pointing faults at home and with relationships feeling left out and confused about my purpose in peoples lives that i had once been close to,fear
i were to stop there no doubt you d leave feeling dissatisfied,anger
i ever used along with loreal max factor and collection so whenever i see either one of these names i instantly feel that sweet nostalgic feeling as if im discovering make up for the first time again,love
i forgive myself that i have accepted adn allowed myself to feel uncertain and inferior the moment someobdy is looking at me as i do physical labour,fear
i feel as if im a doomed to fail b setting myself up to think that im doomed to fail,sadness
i also feel embarrassed because i can consciously look at my life and see all the good things in it that everyone else sees but when the depression cycle hits even knowing those good things exist simply isn t enough,sadness
i woke up this morning after hours of interrupted sleep feeling lousy mostly my legs,sadness
i was feeling so rotten about it,sadness
im blocked i could at least be doing something constructive my room needs a major cleaning for instance but i feel agitated if im not at least doing research for this story it does require a lot of research,anger
i agree with your original comment about down by the water i feel like that song transcends time and is gorgeously romantic but it s cinematic in that i feel like i m watching a story that belongs to someone else,love
i feel a bit shaky at night lately i ve awoken with this,fear
im being a teenager people and if you feel the need to make sarcastic bitchy comments you can kindly fuck off,anger
i could understand if a survivor reading this might at first feel offended by my talking about abstract forms of rape,anger
i am feeling overwhelmed with excitement and anxiety as i prepare for my flight to florence in a few hours,fear
i left the hospital that night feeling helpless,sadness
i feel ugly right now im still happy,sadness
i start to feel my feelings for him how they still rise in my heart like the submissive tide that obeys lunar whims,sadness
i feel like she has not thus far been incredibly supportive of him in his time of need,love
i reached down to feel what that strange sensation was and i felt something there,fear
i feel like the universe thinks i can handle and its giving me more and more suffering,sadness
i did however feel somewhat disheartened at the end of tonight,sadness
im feeling so angry because that was just wasted work from her side,anger
i feel so cranky irrationally,anger
i feel so empty in this body,sadness
i mostly feel this as a cause of hateful memories of that girl who used to run the everchanging sailormoon gateway who i think is still making a name for herself by being stupid and mean,anger
i am not feeling fearful,fear
i feel the melancholy running my veins as well,sadness
im feeling timid six,fear
i am tired feeling overwhelmed and it seems like i am being assaulted from every direction i am not always at my best,fear
i am tired of feeling unloved undesired unappreciated and unsupported,sadness
i feel tortured by all this and im not quite sure how to handle it other then getting drunk non stop so as to not feel anything at all,fear
i am feeling very unloved,sadness
i took a psych o class in college which defined love as something rather selfish its focus being on the way you feel about yourself when youre with your beloved,love
i am actually considering buying them thats why i feel so unsure hehe,fear
i only want jayson cause i feel that hes the most supportive person and he is the person that will be able to help me through the delivery,love
i got back to my desk i just sat there and cried feeling so humiliated,sadness
i started to feel resentful of the whole situation and that s when something clicked,anger
i feel so horny horny,love
i don t perhaps feel the emotional connection to the issues as an american would but that doesn t take the enjoyment away,sadness
i feel quite scared about my work life balance if i start to work for ken again,fear
i would really recommend taking this approach because the last thing you want is to feel disappointed when your little nugget arrives,sadness
i feel like a very impatient mensa member at such times,anger
i just feel shy because i was just a sharia stream student who is now still struggling with european union policy and decision making thesis while those uncles there discussing trillion dollars projects in government lead companies glc,fear
i feel hot when i walk to the market in the sun,love
i feel the need to update you my loyal readers on the vacation habits of our region manager s assistant,love
i don t know if i should be feeling this way because it would seem greedy and not nice to expect someone to splurge on the spur of the moment just because i asked,anger
i doubt that anybody will find any black and white solution in it but it definitely puts a new level of understanding on what is happening on our borders right now and should make anyone hurling epithets at immigrant children feel ashamed of themselves but i doubt if it will,sadness
i confused my feelings with the truth because i liked the view when there was me and you i cant believe that i could be so blind its like you were floating when i was falling and i didnt mind because i like the view i thought you felt it too when there was me and you lyrics from a href http www,love
i am left feeling rejected judged and deemed inadequate,sadness
i keep going despite feeling miserable,sadness
i also stop reading fashion magazine because it makes me feel ugly and fat,sadness
im not a political animal but i think the biggest disease this world suffers from in this day and age is the disease of people feeling unloved and i know that i can give love for a minute for an hour for a day for a month but i can give,sadness
i just remember feeling frantic desperately trying to say what i needed to say to q,fear
i hate even doing this because i feel like it s rude but i must say i love the blog it came from and this is no insult to the food photography because i enjoy it,anger
i make him feel unloved and unwanted,sadness
ill start with the one about interlochen i see jonathan the boy who asked me out and was a freak and i used to like him until i realized how stupid he was and i sang a recording for him and i feel so regretful of the whole ordeal with him and yeah,sadness
ive just been feeling so unimportant,sadness
i was feeling frustrated at work wondering if i am living a life with meaning and purpose,anger
i was sleep was vey irritable and feeling paranoid because i work the oncology dpt of a hospital and feeling paranoiud cancer and through chemo,fear
i avoid saying fail because it makes me feel rotten and i know it is not good for my confidence,sadness
i are celebrating this holiday with her parents and extended family but my heart feels empty knowing my son is alone and struggling with his life,sadness
i feel paranoid but atleast now i get some comfort with dd she is the only person that i can talk to and not feel lie total crap around she is the nicest kindest most caring person i have ever met and i dont think that i will ever find anyone as great as her in my life,fear
ive just spent the last half hour feeling ridiculously angry over insensitive comments from my partner but that all changed a few minutes ago to real pride over how much i have changed,anger
ive been feeling a bit shitty about myself these past few days and there has been a sudden drop of self esteem going on,sadness
i am feeling so remorseful now,sadness
i feel like she has too she once mentioned she disliked katy perry and dr,sadness
i imagine you re going to come away from it feeling a little jealous you can t quite,anger
i still feel guilty to this day for taking a spot,sadness
i did not feel like an intruder or at least as an unwelcome one,sadness
i keep having all of these wonderful feelings and dreams and i am so terrified that they are bad or harmful or wrong but they are not,fear
i do think we have a decent scheme worked out which will be generous enough to provide the average player with plenty of free experience without forcing them to feel crappy and that they have to pay to get an enjoyable game,sadness
i am feeling exhausted,sadness
i feel useless because i dont bring in any income,sadness
im so full of life i feel appalled,anger
i can literally feel a hateful glare directed at me,anger
i confess i feel a little apprehensive,fear
i started feeling a bit alarmed but i was not afraid for some reason,fear
im here to tell you you arent alone if you feel vulnerable,fear
i pray that they will continue to be giving confident happy god fearing and feel loved,love
i forgive myself that i have accepted and allowed myself to forget that i decide and thus i was decided to feel groggy this morning,sadness
i feel that was one of those episodes where everything just fell into place i really liked how that one turned out,love
i feel like he should have waited for a girl who was less messy,sadness
realizing that a friend had been talked into signing a certain contract,anger
i already feel impatient and cancel hyundai tucson last year waiting almost for seven months,anger
i didnt know whether or not to feel flattered or some sort of disgusted,anger
i feel that i annoy everyone much too much when im obnoxious and yeah,anger
i know how i sound and i feel lousy about myself for sounding that way and for feeling the way i sound but i made a good contribution at work today and now the chip is on my shoulder when i think about the mistreatment that i have received,sadness
i feel helpless because i cant protect my family he adds,fear
i wake up ill feel really really mad,anger
i dont have much art online that i feel properly represents my skillz an unfortunate scenario i know,sadness
i am feeling shamed like i should not be enjoying this and i certainly should not have sex kissing is so far enough,sadness
i feel people are scared of me or given up on me,fear
i told him that if he touched me with a needle i would punch him feeling a little hostile in the midst of my pain,anger
i hoped it would i would feel disappointed and depleted,sadness
i now feel less doubtful towards that person about his her sincerity in rebuilding our relationship,fear
i dont think thats what ill do because i feel its just really awkward,sadness
i know that is satans plan to make us feel inadequate but i never expected i would actually listen to him,sadness
i feel very listless,sadness
i feel burdened by responsibilities and pressures,sadness
im with her because she brings out the best in me when im feeling depressed,sadness
i would talk to drake because i knew he wouldnt judge my feelings and he would let me gush over how much i liked you,love
i feel as if someone has bumbed my delicate set up,love
i feel like im doomed until he returns,sadness
i crave getting out there and moving and if i dont i feel agitated until i do,fear
im thankful for it and the parents because they are understanding and make me feel less wimpy,fear
i feel listless and things have been rather strained around here lately,sadness
i feel impatient with the christian church disciples of christ and its many manifestations over the fact that i haven t yet gotten even the slightest whiff of a call,anger
i feel shy at the fact that i love these inanimate things,fear
im starting to learn that feeling awkward isnt such a bad thing and feeling awkward isnt some sort of social disorder,sadness
i say this because she never truly gets a choice or the freedom to decide what to do with her life which makes it hard not to feel like she got the less dirty end of a really shitty stick,sadness
i get the feeling that he is brewing up some kind of moronic shit storm,sadness
i should have left this movie feeling frightened or at the very least convinced that this number held some kind of mystical power or was the key to some government conspiracy but no,fear
i can feel the longing and care and love too,love
i feel too bitchy to do something like that to my family because theyre going through the same shit i am,anger
i believe a lot of girls feel this way especially when they are feeling really low about themselves,sadness
i was happy to get back out there and knew it wouldnt feel that crappy forever,sadness
i just follow my dreams and my heart and some how that makes life feel sweet and work for me,love
i feel deeply remorseful and regretful,sadness
id feel ashamed if it wasnt so pretty,sadness
i feel heartbroken again i feel dead inside lost angry at myself,sadness
i get scared i feel ignored i feel happy i get silly i choke on my own words i make wishes i have dreams and i still want to believe anything can happen in this world for an ordinary girl like you like me for an ordinary girl like you like me how are you,sadness
i often feel so distressed and freaked out whenever my child gets sick,fear
i crossed the line targeting the developer more than the game and hurting feelings that didn t need to be hurt,sadness
i feel sentimental loyalty just as much as the next average joe you know im just as prone to irrational attachment as any super lucky super prosperous well educated white girl at the exact middle of her life,sadness
i feel that i am so stressed out at work what i do is i escape,sadness
i remember feeling so disappointed and discouraged when i realized after my first two that the baby belly on some women i,sadness
i write these words i feel sweet baby kicks from within and my memory is refreshed i would do anything for this boy,love
ive been feeling more emotional now perhaps because the physical ailments are subsiding,sadness
i feel neglectful and while at her reception i grazed her arm as i walked by and she pulled me back and said where are you going youre way more imporant than those people but i was stoned and full of champagne and could only tell her she was beautiful and that he seemed nice,sadness
im feeling all sentimental too and i cannot wait to be up in vermont for christmas with the whole ryan family,sadness
i havent been feeling incredibly passionate about medicine recently in fact i havent been feeling particularly passionate about anything,love
i feel i was wronged,anger
i get the feeling that if the tabloids either ignored her or somehow painted her as a hero or comedic genius shed be totally happy even if the women in the house were upset,sadness
i was feeling extremely agitated after coming home from china,fear
i was thinking about going out to dinner but im feeling like i might not be bothered too,anger
i feel like i am carrying him suuuper low too,sadness
i feel i punished her for caring for me,sadness
i feel beaten up and tired mentally and physically,sadness
i pulled out and explained that i couldn t feel my penis or at least feel it with any more feeling than my aching back or throbbing balls or stinging nipples,sadness
i was feeling depressed about our infertility and had received a slew of pregnancy announcements that week,sadness
i feel so dumb when at first run through it all seems over my head amp a little too much for my struggling brain,sadness
i saw kyuhyun in the crowd today while i was strolling through apgujeong with hyunjin the woman breathed feeling every bit sceptical at her own words,fear
i started to feel rotten sore stomach sickness and needing to go the toilet,sadness
i try to find something that does not make me feel foolish,sadness
im not the only person in the world to feel miserable from time to time,sadness
i dont want to approach this topic too lightly but at the same time i feel apprehensive putting it all out there,fear
i would feel terrified for them and enjoy this movie a little better,fear
i always feel jealous,anger
i have no word to describe the feeling reply she said its been days today that i have been in such a lovely country india i never thought that anything like this can ever happen to me where everyone treated us so gracefully humbly and with so respect,love
i know you contributed to my success but i am just feeling petty enough today to ignore those contributions,anger
i think i might feel a little remorseful if i pursued either of those options right now so ive put them on the back burner in case i change my mind later,sadness
i feel less alone and more like i belong,sadness
i am so aware that if i indulge my wounded self in the first thoughts i will feel impatient and burdened and if i make sure that my loving adult is in charge thinking the second loving thoughts i will feel happy blessed and peaceful,anger
i feel somewhat disheartened i guess having to submit something lacklustre in just to meet the deadline,sadness
i express that same feeling im homophobic boring or in denial,sadness
i did not really want to die but i wanted out of the pain that i was experiencing and that i was allowing others to experience by watching me and feeling helpless to do anything about it,sadness
i feel this strange sense of importance of life and the world when i stare at the stars all night,fear
i have unwashed hair but a new shirt and also the weather is the bomb but i also feel sleep deprived and havent had a diet coke and its am,sadness
i feel like this service is at its core relatively useless,sadness
i am feeling drained its probably related to addisons,sadness
i was left feeling a little disheartened,sadness
i feel myself uncertain as to the next step to take,fear
i am also feeling his prompting to offer my comments about what exactly is going on in our very troubled world and what he has lead me to do regarding these times we are finding ourselves in,sadness
i feel i am with ampatuan and joining the forces of hell bitchy human who only wants is to spread their worst odor in this world,anger
i feel so worthless and ugly a href http afaerytaleinmakebelieve,sadness
im feeling so lousy they tried to cheer me up during school time and during choir practice,sadness
i have been feeling restless lately,fear
i also feel like i was being way too irritable today,anger
i asked feeling outraged,anger
i still feel mentally in the game but a string of unfortunate events most i haven t written about had me sitting on the sidelines temporarily,sadness
i feel like im supporting even more,love
im already feeling stressed about salvaging the friendship as time goes by i realize theres also another point that isnt helping,anger
i then feel like a hopeless case beside them,sadness
i feel them and im loving it,love
i want to be able to leave my house on my own without feeling terrified and im going to work on this every day,fear
im thinking that feeling extremely cold yesterday was more down to me brewing something than the actual weather,anger
i couldn t feel the fake lashes at all,sadness
i try so hard to help them see the joy in life i always feel i can help these damaged and empty people and each time i fail i have to accept it as their failure not mine and i have a hard time doing that,sadness
i am left to feel helpless to do anything,fear
i remember feeling absolutely devastated by what i saw,sadness
i was so irritated because i just knew i wasnt pregnant and i was wasting my time and feeling lousy for no reason,sadness
i feel horny and asked her to show her cam and she show me and asked her to show me her body and we do a great cyber sex that day,love
i feel so hopeless and strange and all i really want is to actually disappear,sadness
i just want them to hug and drink beer together and for neither of them to feel tortured at the same time,anger
i didnt want to feel humiliated and was beginning to regret my decision to stay,sadness
i feel slightly more agitated,anger
i feel unwelcome in my own country,sadness
i wont get it for her i tried honestly i did and shes making me feel terrible she makes me feel like the bad guy,sadness
i am feeling the strange mix of extremely proud relieved she is on the path to her fabulous future but gutted she has chosen to move out to live in halls of residence at uni,fear
i feel afraid to live alone living far from them,fear
i feel sad for you and me because i know how much we will miss the entire powell clan,sadness
i feel like i totally fucked up,anger
i feel like a doomed cassandra,sadness
i feel stressed out i have to learn a lot and i cannot give my blog and looks the time i wish i could,anger
ive found it has made a huge difference especially on the finger with my ring and the my skin feels so much softer and less irritated,anger
i feel so vulnerable,fear
i dont have to know how or why all i know is that im building good habits without feeling deprived in any way,sadness
i feel like a neglectful pet owner,sadness
i feel victimized by someone or something,sadness
i woke up feeling alarmed,fear
i wont feel deprived and can stick with this,sadness
im feeling abit grouchy with kim,anger
i feel so repressed when compared to dear a href http eurodancemix,sadness
i feel so petty getting all worked up about all this stuff but thats not really whats made me the way i am,anger
im feeling horny i go on to omegle and have sex chats cyber sex with guys,love
i remember then feeling bitter that i couldnt pop the balloons and join in the celebrations,anger
i would feel helpless feeling of wronged frustrated and misunderstood,fear
i and kiyoshi for sharing your feelings and memories from such a delicate personal time in your lives,love
i blinded feelings i meant liked stupid i,love
i feel like there is too much suffering for those of us in christ jesus,sadness
i have been feeling very sad today and i dont know how to fix it,sadness
i will continue to feel disgusted every time i accidentally catch a glimpse of myself in the mirror or see the results of an impromptu picture,anger
i wake up in the morning and i have been having sexy dreams for i feel very horny and in need of a fuck,love
i do love my life even when its feeling too isolated,sadness
i feel my foot is aching my thigh is numb from the knee to the hip although i haven t gained weight i feel like it is shifting to my middle and i feel like i m a little trapped in this crumbling body,sadness
i shared previously the tv program and another minor disagreement before bed left me feeling rejected and lonely,sadness
i felt afraid just before receiving the question paper of the part ii exam,fear
i realized that i was tired of feeling weird in relationships with boys,fear
i feel shaky dizzy and my stomach starts to hurt if i miss a meal,fear
i am satisfied with the final installment and feeling a bit melancholy,sadness
i feel blessed to be on this journey so quickly and honored to help,love
i guess i do have to give some credit to the douche bags out there though because after all those feelings are what give birth to these lovely words i utter,love
i remember feeling so embarrassed the entire meeting,sadness
i feel like a snow globe that has been all shaken up and i m still waiting for the dust to settle,fear
i ask you not to feel pressured by this,fear
i feel consistently dissatisfied disengaged disinterested and without any zest for what i m doing in my life i eat,anger
i have to admit i feel a little hesitant about embedding a music video below in this case,fear
im beginning to feel like i know the terrain ive lived numb for so long now numb feels like norm thats where the story ends and this is where the fairy tale starts im beginning to feel happy,sadness
in certain occasion i have a fight with my boyfriend during the fight i closed the door at his face he went away but came back next day,anger
i feel so much more myself and i missed me,sadness
im feeling really bitchy so just stop reading if you dont want to hear my sob story,anger
i feel a remembrance of the strange by justin aryiku falls into the latter category,fear
i can honestly say this is one time in my life where i feel legtimately victimized,sadness
i see each time you is what feel i am very anxious to to living to eat you,fear
i feel bad for the police officer,sadness
i could feel that the person was pissed at me because that person didnt understand what i was trying to say and so there was further personal attack again asking me whats my nationality giving me that shit face and blah blah,anger
i dont like poetry too much because i feel its for whiney dramatic people,sadness
i feel so fond of him i want to squeeze him tightly and not unusually,love
i hate feeling indecisive because im being negative right now and i dont know what i want,fear
i no long feel furious about they re lack of cooperation,anger
i actually went into pilates yesterday feeling somewhat remorseful for the shoes i wore that day shoes i often refer to as stinky feet katie shoes,sadness
i wake up every morning not knowing what the hell to do and feeling like crap with my stomach on fire and my bones aching and then i go to bed every night feeling the same thing,sadness
ive been munching on craisins when i feel like something sweet,love
i am not a deep thinker and sometimes i leave feeling depressed and not inspired,sadness
i personally feel that god is gentle and kind but i dont think he wants me to enter into a friendship with me,love
i was healthy then this mild but annoying cold ad now a new cold which made me feel just awful for he past day,sadness
i can feel something unfortunate taking place though out here and in new york,sadness
i feel especially vulnerable to being treated as a second class citizen,fear
i look back on that moment of my writing life and feel a bit ashamed that there is a part of me that wants to wrap up the everything theory series and then pack up the story ideas and call it a day,sadness
i feel like it has some necessity in a romantic relationship but too much can be very harmful in that context but that s not my problem,love
i got a stitch in my side during the first mile couldnt feel my feet it was so cold etc etc,anger
i am feeling fearful or upset about any situation in my life i have only to notice my reminder sitting right before me and i begin repeating this affirmation over and over again,fear
i feel horribly restless,fear
i feel like ive been reading lisas blogs for ever and it was lovely to finally meet her and her boys who i recognised immediately,love
i was down and feeling doubtful,fear
i have no money to sort any of it out and i feel very messy,sadness
i feel humiliated since a boy has to lead me through it gt lt gets sick ive avoided the dance through all folkeskole and im not going to chance that,sadness
i feel terrible for him and want to cheer him up,sadness
i feel offended if you question my results as unfair saying that i am lazy and all so why,anger
i don t believe these feelings can be blamed solely on the lack of empathy towards family life by government policy makers and employers which the analysis on this survey would seem to suggest,sadness
i was feeling so jaded i still am from all the sep preparation which for the most part progress has been moribund that i didn t feel like going on sep anymore,sadness
im feeling generous lets make it a a href https www,love
i feel melancholy about the past as my parents have passed and i never really told them how thankful i am,sadness
i can t say it s made me feel any less depressed anxious but mingled in with the depression is a certainty that i can get to the other side if i keep putting one foot in front of the other,sadness
i have been blessed with a knowledge of these things and i would feel ungrateful not to share them with others,sadness
the possibility of having failed the examination,fear
i think this is a valid complaint for those who arent willing to deal with it this aspect i imagine will be rather subjective but it makes sure that the cover based moments still feel dangerous despite being in cover,anger
i just smile because it feels rude not to do so if you make eye contact i also can t really help myself,anger
im feeling stubborn today and got home and was like no way im gonna go get that mri soon,anger
i did feel very very heartbroken that i did not enter semipro,sadness
i feel embarassed humiliated sad miserable a title permanent link to what if i have already fallen in love,sadness
i could feel blake more sharply and i felt a little more delicate i guess you could say,love
im feeling stressed overworked and running on fumes,anger
i guess i talked to enough people to realize that we all feel intimidated by meeting others for the first time,fear
i had a great relationship i feel so blessed to have had such a strong male figure in my life he truly treated me like his princess,love
i feel restless otherwise known as useless or lazy when i take long breaks from writing,fear
i feel it is unfortunate that i have had to take these drastic measures and post this notice as i truly loved posting my new work to flickr and interacting with new people from all over the world,sadness
i don t want to bury the hatchet with even though it would be in my best interest simply because i feel that apologizing to a person that insulted me would make me feel like a punk,anger
i have a lot of missing information about how your previous final communication went and how you feel about this guy and what you ever liked about him but i will advise you to not be afraid of him in any way if you don t want to communicate further with him just tell him that,love
i sometimes feel quite isolated as we live in a regional area so i often think,sadness
i want to just drown myself in the excitement and hype of the inauguration i still feel very troubled about where both america and the world are right now,sadness
i do feel blamed for everything i,sadness
i was up to my eyes and studying and feeling pretty jaded a href http maturestudenthanginginthere,sadness
i have a massive identity of my own and always feeling like i take the boring route,sadness
i feel like im as useless as dust bunnies,sadness
i don t feel that he is supportive or encouraging to me,love
i end up feeling groggy the rest of the day amp guilty that i didnt get anything done,sadness
i feel after i quit a job i hated class thumbnail width,sadness
i will probably do but for some reason i feel a bit agitated by it all,fear
i feel drained mentally and physically and i really need to get back to a better spot,sadness
i feel so unwelcome there but not because of her or gary i just feel that i shouldnt be moving back in with them,sadness
i can think of to quit are not based on my own needs and wants but those of others scars make other people feel uncomfortable self injury makes friends feel like they aren t offering enough support cutting is something sad teenagers do,fear
i feel very reluctant to have to walk through,fear
im feeling stressed about upcoming events drowning in feelings of being overwhelmed with how much i need to do in order to get my house back in order and the long week i have ahead of me that my husband will be out of town,anger
i hate feel needy,sadness
i kali ni feeling aku dah bertukar jadi boring benci,sadness
i feel helpless about not being able to help him in feeling better but do my best to encourage him and think positively as mom is doing,fear
im feeling frantic i try to remember to breathe and laugh,fear
i kinda feel ungrateful because everyone always writes about their friends and i never have,sadness
i feel like a lame wife,sadness
i don t know it s just that it was like on top of our head so much of yesterday that it was really bothersome and we re still feeling a little mad about it,anger
ive been feeling very sentimental and reflective the past few days,sadness
i had spare gear on the bike to cope with two punctures but was feeling particularly paranoid about the race tyres as i had already had two punctures on the previous three times i had taken them out training,fear
i found a good article where you are not to mediate if you feel threatened or intimidated by your ex controlled or you life is controlled by your ex where your child is being manipulated by your ex,fear
ive just been feeling so submissive recently,sadness
i just feel strongly that i cannot condone violent methods to achieve a political goal,anger
i feel a little uncertain about the structure of a revalidation portfolio,fear
i feel rushed again and its the lack of time jerry springer weather amp suddenly you want to put porn on i am very confused but hey let me do that while you enjoy that i had fun fun fun without your hun without a block so hype all about it,anger
i was feeling discouraged at this point,sadness
i truly feel that the portrayal of jesus in this movie was gratuitously violent,anger
i can sleep on the couch or on the floor if you are still feeling shaken he offers gently,fear
i guess and by am i was feeling really melancholy and sad for the people in the movie the heavy use of the cello in the soundtrack makes anything seem sad,sadness
i feel really sad that my own girlfriend cannot even open up to me or communicate with me,sadness
i will try to explain how i feel in order that you don t think i am ungrateful for having been blessed with a child,sadness
i just feel kind of heartless now,anger
i always feel a bit personally assaulted,sadness
i feel myself afraid of being abandoned,fear
i had to take them out for a while leaving me feeling even more distressed,fear
i know that when i am feeling distraught or moody i can depend on you two to put a smile back on my face,fear
i couldnt feel thing however that kind of bothered me because i didnt feel it pop,anger
im supposed to feel compassionate towards that little girl but i feel like she never existed,love
i just really need the money right now and i feel like some greedy nasty aunt for not wanting to hand everything over,anger
i think i am feeling a little rebellious as i am getting older and i like it,anger
i need to move past the grief and maybe even feel angry,anger
i also feel as though this assumption is rude as soon as they are informed they are married the next question follows do you have kids,anger
i think too much about how i sit how my voice sounds if i ve gotten any food on my mouth and the feeling that i need to make my way around to everyone so as not to be rude,anger
i love it he makes me feel so greedy,anger
on a dark night i felt that there were several people near me and i did not know who they were,fear
i know many people still feel betrayed by neil odonnell for his two very unfortunate interceptions and i realize the loss is at the top of most fans lists of most heartbreaking moments in pittsburgh sports history but i dont look at it that way,sadness
i started out feeling sympathetic towards him because i wouldnt want dr,love
i feel no sense of chivalry or magnanimity whatsoever toward the defeated opposition,sadness
i hate feeling bitter,anger
im feeling the world spin around me while im in bed only after a couple of glasses of wine which doesnt do this to me im getting suspicious,fear
i will feel as though that time has come in vain,sadness
i feel bitter and jealous,anger
ive been feeling kind of distracted and that is obviously not conducive for working philosophy problems out,anger
i feel groggy today and tired,sadness
i am feeling jaded,sadness
i know how that feels have in ars nes own words disturbed the croatians season somewhat,sadness
i for thanksgiving complete with lb suspiciously moist turkey and traditional stuffings and with the final death of thanksgiving i can look around and go ahhh and start enjoying the holidays rather than feeling assaulted by them,sadness
i tend to be a window shopper when im alone because theres always going to be a self imposed limit of one or two when im feeling naughty,love
i go through the cycle again and again attending lessons doing tutorials feeling lethargic etc etc,sadness
i instantly feel anxious that a police officer is going to pull me over,fear
i felt unfairly treated at an airport,anger
ive been waking up to a bladder that feels extremely unhappy and i found any type of exercise made it worse or definitely irritated it,sadness
i feel agitated,anger
i still feel tortured by feelings or thoughts or memories,fear
i loved my supervisions because i come in feeling like a dumb dumb and leave feeling so heroic as if ive accomplished something huge,sadness
